Disease,MMWR year,MMWR week,Current week,"Current week, flag",Cum 2016,"Cum 2016, flag",5-year weekly average§,"5-year weekly average§, flag",Total cases reported  2015,"Total cases reported  2015, flag",Total cases reported 2014,"Total cases reported 2014, flag",Total cases reported 2013,"Total cases reported 2013, flag",Total cases reported 2012,"Total cases reported 2012, flag",Total cases reported 2011,"Total cases reported 2011, flag",States reporting cases during current week (No.) 
"Botulism, total",2016,5,,-,3,,3,,187,,161,,152,,168,,153,,
Trichinellosis**,2016,5,,-,,-,0,,7,,14,,22,,18,,15,,
"Rabies, human",2016,50,,-,,-,0,,2,,1,,2,,1,,6,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,50,,-,21,,1,,29,,40,,31,,30,,14,,
Diphtheria,2016,5,,-,,-,,-,,-,1,,,-,1,,,-,
Streptococcal toxic-shock syndrome**,2016,5,,-,11,,5,,267,,259,,224,,194,,168,,
Brucellosis,2016,5,,-,2,,1,,121,,92,,99,,114,,79,,
"Poliomyelitis, paralytic",2016,50,,-,,-,,-,,-,,-,1,,,-,,-,
"Arboviral diseases¶,** La Crosse virus§§ ",2016,50,,-,33,,,-,55,,80,,85,,78,,130,,
"Q fever, chronic**",2016,5,1,,1,,0,,20,,36,,33,,22,,24,,PA (1 )
Novel influenza A virus infections****,2016,5,,-,1,,22,,6,,3,,21,,313,,14,,
SARS-CoV,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,
Anthrax,2016,5,,-,,-,,-,,-,,-,,-,,-,1,,
"Haemophilus influenzae invasive disease (age <5 yrs)***, other serotype",2016,5,,-,31,,7,,268,,266,,233,,263,,230,,
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,50,,-,13,,0,,21,,32,,21,,30,,23,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,50,,-,117,,2,,135,,266,,233,,263,,230,,
Streptococcal toxic-shock syndrome**,2016,50,1,,213,,5,,335,,259,,224,,194,,168,,VA (1 )
Plague,2016,5,,-,,-,,-,9,,10,,4,,4,,3,,
"Haemophilus influenzae invasive disease (age <5 yrs)***, non typable serotype ",2016,5,2,,12,,5,,128,,128,,141,,115,,93,,"NY (1 ), CO (1 )"
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,50,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Botulism, foodborne",2016,5,,-,,-,0,,40,,15,,4,,27,,24,,
Hansen's disease**,2016,5,1,,9,,2,,64,,88,,81,,82,,82,,FL (1 )
Typhoid fever,2016,50,1,,293,,7,,367,,349,,338,,354,,390,,NYC (1 )
"Meningococcal disease, invasive§§§, other serogroup",2016,50,,-,13,,1,,21,,25,,17,,20,,20,,
"Poliomyelitis, paralytic",2016,5,,-,,-,,-,,-,,-,1,,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)***, unknown serotype",2016,5,3,,11,,4,,50,,39,,34,,37,,48,,"PA (1 ), CO (1 ), OR (1 )"
Leptospirosis**,2016,50,,-,53,,0,,40,,38,,,NN,,NN,,NN,
Chancroid,2016,50,,-,9,,0,,11,,,-,,-,15,,8,,
Vancomycin-resistant Staphylococcus aureus**,2016,50,,-,,-,0,,3,,,-,,-,2,,,-,
Vancomycin-intermediate Staphylococcus aureus**,2016,50,,-,93,,4,,183,,212,,248,,134,,82,,
Smallpox,2016,50,,-,,-,,-,,-,,-,,-,,-,,-,
Cholera,2016,5,,-,,-,1,,2,,5,,14,,17,,40,,
"Q fever, total**",2016,50,,-,129,,4,,156,,168,,170,,135,,134,,
"Haemophilus influenzae invasive disease (age <5 yrs)***, serotype b",2016,5,,-,1,,1,,26,,40,,31,,30,,14,,
"Polio virus Infection, nonparalytic**",2016,5,,-,,-,,-,,-,,-,,-,,-,,-,
"Rabies, human",2016,5,,-,,-,,-,1,,1,,2,,1,,6,,
"Q fever, acute**",2016,5,,-,1,,2,,128,,132,,137,,113,,110,,
Typhoid fever,2016,5,,-,18,,8,,334,,349,,338,,354,,390,,
"Hepatitis B, virus infection perinatal",2016,50,1,,21,,1,,37,,47,,48,,40,,,NP,PA (1 )
"Arboviral diseases¶,** Chikungunya virus††",2016,50,,-,157,,2,,896,,,NN,,NN,,NN,,NN,
Anthrax,2016,50,,-,,-,,-,,-,,-,,-,,-,1,,
"Botulism, other (wound and unspecified)",2016,50,,-,23,,0,,20,,19,,12,,18,,32,,
Yellow fever,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,
"Polio virus Infection, nonparalytic**",2016,50,,-,,-,,-,,-,,-,,-,,-,,-,
"Hepatitis B, virus infection perinatal",2016,5,1,,4,,1,,28,,47,,48,,40,,,NP,TN (1 )
Leptospirosis**,2016,5,,-,,-,0,,30,,38,,,NN,,NN,,NN,
Tularemia,2016,5,,-,1,,0,,251,,180,,203,,149,,166,,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,50,,-,,-,,-,,-,4,,,NP,,NP,,NP,
Listeriosis,2016,5,4,,22,,8,,713,,769,,735,,727,,870,,"NYC (1 ), FL (1 ), WA (1 ), AK (1 )"
"Q fever, acute**",2016,6,,-,2,,2,,130,,132,,137,,113,,110,,
Yellow fever,2016,6,,-,,-,,-,,-,,-,,-,,-,,-,
Cholera,2016,50,,-,4,,0,,5,,5,,14,,17,,40,,
"Botulism, infant",2016,50,,-,114,,3,,138,,127,,136,,123,,97,,
"Botulism, foodborne",2016,6,,-,,-,0,,40,,15,,4,,27,,24,,
"Haemophilus influenzae invasive disease (age <5 yrs)***, unknown serotype",2016,6,,-,11,,4,,50,,39,,34,,37,,48,,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,50,,-,9,,0,,23,,10,,1,,3,,6,,
"Hepatitis B, virus infection perinatal",2016,6,,-,4,,1,,29,,47,,48,,40,,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,50,3,,216,,4,,167,,39,,34,,37,,48,,"AZ (1 ), UT (1 ), AK (1 )"
Psittacosis**,2016,6,,-,,-,,-,6,,8,,6,,2,,2,,
SARS-CoV,2016,6,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, infant",2016,6,,-,5,,2,,127,,127,,136,,123,,97,,
"Q fever, chronic**",2016,6,,-,,-,0,,20,,36,,33,,22,,24,,
Plague,2016,6,,-,,-,,-,9,,10,,4,,4,,3,,
Brucellosis,2016,50,2,,112,,2,,126,,92,,99,,114,,79,,"PA (1 ), OK (1 )"
Chancroid,2016,6,,-,,-,0,,16,,,-,,-,15,,8,,
Typhoid fever,2016,6,2,,25,,8,,339,,349,,338,,354,,390,,NY (2 )
"Polio virus Infection, nonparalytic**",2016,6,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,50,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)***, non typable serotype ",2016,6,2,,16,,5,,129,,128,,141,,115,,93,,"SC (1 ), TX (1 )"
"Q fever, chronic**",2016,50,,-,25,,1,,34,,36,,33,,22,,24,,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,50,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
Vancomycin-intermediate Staphylococcus aureus**,2016,6,,-,8,,2,,163,,212,,248,,134,,82,,
Trichinellosis**,2016,6,,-,,-,0,,8,,14,,22,,18,,15,,
Toxic-shock syndrome (staphylococcal)**,2016,50,,-,27,,1,,64,,59,,71,,65,,78,,
"Haemophilus influenzae invasive disease (age <5 yrs)***, serotype b",2016,6,,-,1,,1,,26,,40,,31,,30,,14,,
Measles†††,2016,50,,-,60,,2,,188,,667,,187,,55,,220,,
Hansen's disease**,2016,6,,-,9,,1,,64,,88,,81,,82,,82,,
"Meningococcal disease, invasive§§§, serogroup ACWY",2016,50,,-,88,,4,,120,,123,,142,,161,,257,,
Cyclosporiasis**,2016,6,,-,4,,1,,611,,388,,784,,123,,151,,
Hansen's disease**,2016,50,,-,40,,2,,89,,88,,81,,82,,82,,
Vancomycin-resistant Staphylococcus aureus**,2016,6,,-,,-,,-,1,,,-,,-,2,,,-,
Toxic-shock syndrome (staphylococcal)**,2016,6,,-,1,,2,,100,,59,,71,,65,,78,,
"Botulism, total",2016,50,,-,169,,4,,195,,161,,152,,168,,153,,
Streptococcal toxic-shock syndrome**,2016,6,2,,16,,5,,267,,259,,224,,194,,168,,"VA (1 ), KY (1 )"
"Hemolytic uremic syndrome, postdiarrheal**",2016,6,,-,12,,2,,237,,250,,329,,274,,290,,
Anthrax,2016,6,,-,,-,,-,,-,,-,,-,,-,1,,
"Q fever, total**",2016,6,,-,2,,2,,150,,168,,170,,135,,134,,
Yellow fever,2016,51,,-,,-,,-,,-,,-,,-,,-,,-,
Diphtheria,2016,6,,-,,-,,-,,-,1,,,-,1,,,-,
"Meningococcal disease, invasive§§§, serogroup B",2016,51,,-,69,,3,,111,,89,,99,,110,,159,,
Novel influenza A virus infections****,2016,6,,-,1,,19,,6,,3,,21,,313,,14,,
Brucellosis,2016,6,,-,3,,1,,119,,92,,99,,114,,79,,
"Poliomyelitis, paralytic",2016,6,,-,,-,,-,,-,,-,1,,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)***, other serotype",2016,6,,-,33,,7,,265,,266,,233,,263,,230,,
"Botulism, total",2016,51,,-,170,,4,,195,,161,,152,,168,,153,,
Listeriosis,2016,6,3,,27,,7,,719,,769,,735,,727,,870,,"OH (2 ), VA (1 )"
Tularemia,2016,6,,-,2,,0,,250,,180,,203,,149,,166,,
"Rabies, human",2016,51,,-,,-,0,,2,,1,,2,,1,,6,,
Smallpox,2016,6,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, total",2016,6,,-,5,,3,,187,,161,,152,,168,,153,,
Leptospirosis**,2016,6,,-,,-,0,,30,,38,,,NN,,NN,,NN,
"Hemolytic uremic syndrome, postdiarrheal**",2016,51,2,,256,,4,,274,,250,,329,,274,,290,,"VA (1 ), FL (1 )"
Toxic-shock syndrome (staphylococcal)**,2016,51,,-,28,,1,,64,,59,,71,,65,,78,,
Vancomycin-resistant Staphylococcus aureus**,2016,51,,-,,-,0,,3,,,-,,-,2,,,-,
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,6,,-,2,,0,,12,,32,,21,,30,,23,,
Cholera,2016,6,,-,,-,1,,2,,5,,14,,17,,40,,
"Syphilis, congenital****",2016,51,,-,408,,8,,493,,458,,348,,322,,360,,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,51,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, other (wound and unspecified)",2016,6,,-,,-,0,,20,,19,,12,,18,,32,,
Anthrax,2016,51,,-,,-,,-,,-,,-,,-,,-,1,,
"Rabies, human",2016,6,,-,,-,,-,1,,1,,2,,1,,6,,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,51,,-,3,,,-,3,,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,51,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
Hansen's disease**,2016,7,,-,9,,2,,64,,88,,81,,82,,82,,
Tularemia,2016,7,1,,3,,0,,250,,180,,203,,149,,166,,KY (1 )
Novel influenza A virus infections****,2016,7,,-,1,,11,,6,,3,,21,,313,,14,,
Diphtheria,2016,7,,-,,-,0,,,-,1,,,-,1,,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)***, unknown serotype",2016,7,1,,13,,5,,49,,39,,34,,37,,48,,OH (1 )
Plague,2016,7,,-,,-,,-,9,,10,,4,,4,,3,,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,51,3,,163,,6,,120,,196,,298,,260,,323,,"NY (1 ), TX (1 ), OR (1 )"
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,51,,-,13,,0,,21,,32,,21,,30,,23,,
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,7,,-,2,,0,,13,,32,,21,,30,,23,,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,51,,-,5,,0,,6,,8,,8,,15,,4,,
"Botulism, foodborne",2016,7,,-,,-,0,,40,,15,,4,,27,,24,,
Anthrax,2016,7,,-,,-,,-,,-,,-,,-,,-,1,,
"Hemolytic uremic syndrome, postdiarrheal**",2016,7,2,,14,,2,,239,,250,,329,,274,,290,,"OH (1 ), TN (1 )"
Streptococcal toxic-shock syndrome**,2016,7,1,,19,,6,,267,,259,,224,,194,,168,,OH (1 )
"Poliomyelitis, paralytic",2016,7,,-,,-,,-,,-,,-,1,,,-,,-,
Vancomycin-intermediate Staphylococcus aureus**,2016,51,,-,93,,3,,183,,212,,248,,134,,82,,
Trichinellosis**,2016,7,,-,1,,1,,8,,14,,22,,18,,15,,
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,51,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Q fever, chronic**",2016,7,,-,,-,0,,21,,36,,33,,22,,24,,
"Hepatitis B, virus infection perinatal",2016,7,,-,4,,1,,30,,47,,48,,40,,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,51,,-,21,,1,,29,,40,,31,,30,,14,,
SARS-CoV,2016,7,,-,,-,,-,,-,,-,,-,,-,,-,
Tularemia,2016,51,,-,198,,2,,314,,180,,203,,149,,166,,
Smallpox,2016,51,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, total**",2016,51,,-,131,,3,,156,,168,,170,,135,,134,,
"Botulism, infant",2016,7,,-,6,,2,,127,,127,,136,,123,,97,,
"Haemophilus influenzae invasive disease (age <5 yrs)***, non typable serotype ",2016,7,,-,24,,5,,129,,128,,141,,115,,93,,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,51,,-,9,,0,,23,,10,,1,,3,,6,,
Trichinellosis**,2016,51,,-,20,,0,,14,,14,,22,,18,,15,,
Cholera,2016,7,,-,1,,0,,2,,5,,14,,17,,40,,
"Polio virus Infection, nonparalytic**",2016,7,,-,,-,,-,,-,,-,,-,,-,,-,
Chancroid,2016,51,,-,9,,0,,11,,,-,,-,15,,8,,
Vancomycin-intermediate Staphylococcus aureus**,2016,7,1,,10,,2,,164,,212,,248,,134,,82,,MO (1 )
"Rabies, human",2016,7,,-,,-,,-,1,,1,,2,,1,,6,,
"Haemophilus influenzae invasive disease (age <5 yrs)***, other serotype",2016,7,,-,36,,7,,266,,266,,233,,263,,230,,
"Botulism, total",2016,7,,-,6,,3,,187,,161,,152,,168,,153,,
Vancomycin-resistant Staphylococcus aureus**,2016,7,,-,,-,,-,1,,,-,,-,2,,,-,
Chancroid,2016,7,,-,,-,0,,16,,,-,,-,15,,8,,
Smallpox,2016,7,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, chronic**",2016,51,,-,25,,1,,34,,36,,33,,22,,24,,
"Viral hemorrhagic fever††††, Lujo virus",2016,51,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive§§§, serogroup ACWY",2016,51,,-,88,,4,,120,,123,,142,,161,,257,,
Typhoid fever,2016,7,,-,29,,8,,341,,349,,338,,354,,390,,
Psittacosis**,2016,51,,-,8,,0,,4,,8,,6,,2,,2,,
Plague,2016,51,,-,,-,,-,16,,10,,4,,4,,3,,
"Meningococcal disease, invasive§§§, other serogroup",2016,51,,-,13,,1,,21,,25,,17,,20,,20,,
Hansen's disease**,2016,51,,-,40,,2,,89,,88,,81,,82,,82,,
Toxic-shock syndrome (staphylococcal)**,2016,7,,-,1,,1,,100,,59,,71,,65,,78,,
"Poliomyelitis, paralytic",2016,51,,-,,-,,-,,-,,-,1,,,-,,-,
"Zika virus††,§§§§, Zika virus congenital infection ",2016,51,,NA,,NA,,NA,,NN,,NN,,NN,,NN,,NN,
Leptospirosis**,2016,7,,-,,-,0,,30,,38,,,NN,,NN,,NN,
Listeriosis,2016,7,4,,40,,8,,721,,769,,735,,727,,870,,"NY (3 ), SC (1 )"
Cyclosporiasis**,2016,7,,-,4,,1,,611,,388,,784,,123,,151,,
"Q fever, acute**",2016,7,,-,2,,2,,131,,132,,137,,113,,110,,
SARS-CoV,2016,51,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)***, serotype b",2016,7,,-,2,,1,,26,,40,,31,,30,,14,,
Cholera,2016,51,,-,4,,1,,5,,5,,14,,17,,40,,
Cyclosporiasis**,2016,51,2,,485,,2,,645,,388,,784,,123,,151,,NYC (2 )
"Q fever, total**",2016,7,,-,2,,2,,152,,168,,170,,135,,134,,
"Botulism, other (wound and unspecified)",2016,7,,-,,-,0,,20,,19,,12,,18,,32,,
Psittacosis**,2016,7,,-,,-,0,,6,,8,,6,,2,,2,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,51,5,,218,,5,,167,,39,,34,,37,,48,,"FL (3 ), AR (1 ), AZ (1 )"
"Botulism, other (wound and unspecified)",2016,51,,-,23,,0,,20,,19,,12,,18,,32,,
Brucellosis,2016,7,,-,2,,1,,120,,92,,99,,114,,79,,
Yellow fever,2016,7,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)***, non typable serotype ",2016,8,1,,30,,4,,131,,128,,141,,115,,93,,MI (1 )
Cholera,2016,8,,-,,-,0,,2,,5,,14,,17,,40,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,51,,-,119,,2,,135,,266,,233,,263,,230,,
"Rabies, human",2016,8,,-,,-,,-,1,,1,,2,,1,,6,,
Diphtheria,2016,8,,-,,-,0,,,-,1,,,-,1,,,-,
"Zika virus††,§§§§, Zika virus disease, non-congenital infection",2016,51,3,,4730,,,-,,NN,,NN,,NN,,NN,,NN,"RI (2 ), TX (1 )"
"Botulism, infant",2016,51,,-,115,,3,,138,,127,,136,,123,,97,,
"Hepatitis B, virus infection perinatal",2016,51,2,,22,,1,,37,,47,,48,,40,,,NP,"PA (1 ), GA (1 )"
"Q fever, acute**",2016,8,1,,4,,2,,131,,132,,137,,113,,110,,OH (1 )
Yellow fever,2016,8,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever††††, Crimean-Congo hemorrhagic fever",2016,51,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Botulism, foodborne",2016,8,,-,,-,0,,40,,15,,4,,27,,24,,
"Hemolytic uremic syndrome, postdiarrheal**",2016,8,,-,16,,2,,238,,250,,329,,274,,290,,
Brucellosis,2016,51,2,,113,,2,,126,,92,,99,,114,,79,,"NY (1 ), PA (1 )"
Vancomycin-resistant Staphylococcus aureus**,2016,8,,-,,-,0,,1,,,-,,-,2,,,-,
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,51,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
Cyclosporiasis**,2016,8,1,,5,,1,,614,,388,,784,,123,,151,,NYC (1 )
Leptospirosis**,2016,51,,-,54,,0,,40,,38,,,NN,,NN,,NN,
Typhoid fever,2016,8,2,,32,,7,,345,,349,,338,,354,,390,,"NE (1 ), MD (1 )"
"Haemophilus influenzae invasive disease (age <5 yrs)***, serotype b",2016,8,,-,3,,1,,26,,40,,31,,30,,14,,
"Hepatitis B, virus infection perinatal",2016,8,,-,4,,1,,30,,47,,48,,40,,,NP,
"Q fever, acute**",2016,51,,-,106,,3,,122,,132,,137,,113,,110,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, non typeable serotype ",2016,51,,-,135,,5,,175,,128,,141,,115,,93,,
Measles†††,2016,51,,-,60,,2,,188,,667,,187,,55,,220,,
Leptospirosis**,2016,8,,-,,-,0,,34,,38,,,NN,,NN,,NN,
"Botulism, foodborne",2016,51,,-,32,,0,,37,,15,,4,,27,,24,,
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,8,,-,2,,0,,13,,32,,21,,30,,23,,
Plague,2016,8,,-,,-,,-,9,,10,,4,,4,,3,,
"Poliomyelitis, paralytic",2016,8,,-,,-,,-,,-,,-,1,,,-,,-,
Psittacosis**,2016,8,,-,,-,0,,6,,8,,6,,2,,2,,
"Botulism, total",2016,8,,-,11,,3,,189,,161,,152,,168,,153,,
Novel influenza A virus infections****,2016,8,,-,1,,11,,6,,3,,21,,313,,14,,
Brucellosis,2016,8,1,,3,,1,,121,,92,,99,,114,,79,,FL (1 )
"Polio virus Infection, nonparalytic**",2016,51,,-,,-,,-,,-,,-,,-,,-,,-,
Toxic-shock syndrome (staphylococcal)**,2016,8,1,,2,,2,,102,,59,,71,,65,,78,,OH (1 )
SARS-CoV,2016,8,,-,,-,,-,,-,,-,,-,,-,,-,
Listeriosis,2016,8,6,,50,,8,,731,,769,,735,,727,,870,,"NYC (2 ), OH (1 ), NE (1 ), MD (1 ), CA (1 )"
Listeriosis,2016,51,3,,631,,14,,768,,769,,735,,727,,870,,"FL (1 ), WA (2 )"
"Q fever, total**",2016,8,1,,5,,2,,152,,168,,170,,135,,134,,
"Polio virus Infection, nonparalytic**",2016,8,,-,,-,,-,,-,,-,,-,,-,,-,
Typhoid fever,2016,51,,-,307,,7,,367,,349,,338,,354,,390,,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,51,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Chikungunya virus††",2016,51,,-,157,,4,,896,,,NN,,NN,,NN,,NN,
"Haemophilus influenzae invasive disease (age <5 yrs)***, unknown serotype",2016,8,2,,16,,4,,45,,39,,34,,37,,48,,"TX (1 ), AZ (1 )"
Streptococcal toxic-shock syndrome**,2016,8,2,,23,,6,,277,,259,,224,,194,,168,,"ME (1 ), NY (1 )"
Diphtheria,2016,51,,-,,-,,-,,-,1,,,-,1,,,-,
"Botulism, other (wound and unspecified)",2016,8,,-,,-,0,,20,,19,,12,,18,,32,,
Trichinellosis**,2016,8,,-,1,,1,,9,,14,,22,,18,,15,,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,51,,-,4,,,-,11,,11,,22,,2,,3,,
Anthrax,2016,8,,-,,-,,-,,-,,-,,-,,-,1,,
"Arboviral diseases¶,** La Crosse virus§§ ",2016,51,,-,33,,,-,55,,80,,85,,78,,130,,
"Influenza-associated pediatric mortality**,***",2016,51,,-,83,,3,,130,,141,,160,,52,,118,,
Vancomycin-intermediate Staphylococcus aureus**,2016,8,1,,11,,3,,165,,212,,248,,134,,82,,NY (1 )
Hansen's disease**,2016,8,,-,9,,1,,84,,88,,81,,82,,82,,
Smallpox,2016,8,,-,,-,,-,,-,,-,,-,,-,,-,
Tularemia,2016,8,1,,5,,0,,249,,180,,203,,149,,166,,ID (1 )
"Q fever, chronic**",2016,8,,-,1,,1,,21,,36,,33,,22,,24,,
"Botulism, infant",2016,8,,-,11,,2,,129,,127,,136,,123,,97,,
Chancroid,2016,8,,-,1,,0,,16,,,-,,-,15,,8,,
Novel influenza A virus infections¶¶¶,2016,51,,-,22,,0,,7,,3,,21,,313,,14,,
Streptococcal toxic-shock syndrome**,2016,51,1,,214,,6,,335,,259,,224,,194,,168,,VA (1 )
"Haemophilus influenzae invasive disease (age <5 yrs)***, other serotype",2016,8,,-,41,,7,,271,,266,,233,,263,,230,,
"Viral hemorrhagic fever††††, Marburg fever",2016,51,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Lassa fever",2016,51,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Arboviral diseases¶,** Powassan virus ",2016,51,,-,12,,,-,7,,8,,12,,7,,16,,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,51,,-,,-,,-,,-,4,,,NP,,NP,,NP,
Cyclosporiasis**,2016,9,,-,5,,1,,621,,388,,784,,123,,151,,
"Botulism, infant",2016,9,1,,12,,2,,129,,127,,136,,123,,97,,NY (1 )
Vancomycin-intermediate Staphylococcus aureus**,2016,52,1,,95,,3,,183,,212,,248,,134,,82,,TX (1 )
Vancomycin-resistant Staphylococcus aureus**,2016,9,,-,,-,0,,1,,,-,,-,2,,,-,
Toxic-shock syndrome (staphylococcal)**,2016,9,1,,4,,2,,102,,59,,71,,65,,78,,NYC (1 )
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,52,,-,9,,0,,23,,10,,1,,3,,6,,
Cholera,2016,9,,-,,-,0,,2,,5,,14,,17,,40,,
Novel influenza A virus infections****,2016,9,,-,1,,1,,6,,3,,21,,313,,14,,
Leptospirosis**,2016,52,,-,54,,0,,40,,38,,,NN,,NN,,NN,
Leptospirosis**,2016,9,,-,,-,0,,34,,38,,,NN,,NN,,NN,
Measles†††,2016,52,,-,69,,4,,188,,667,,187,,55,,220,,
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,9,,-,3,,0,,13,,32,,21,,30,,23,,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,52,3,,166,,6,,120,,196,,298,,260,,323,,"PA (1 ), FL (1 ), WA (1 )"
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,52,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
Hansen's disease**,2016,52,,-,41,,2,,89,,88,,81,,82,,82,,
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,52,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Botulism, other (wound and unspecified)",2016,9,,-,1,,0,,20,,19,,12,,18,,32,,
Chancroid,2016,9,,-,2,,0,,16,,,-,,-,15,,8,,
"Hemolytic uremic syndrome, postdiarrheal**",2016,9,1,,17,,3,,240,,250,,329,,274,,290,,AZ (1 )
Smallpox,2016,9,,-,,-,,-,,-,,-,,-,,-,,-,
"Hepatitis B, virus infection perinatal",2016,9,,-,4,,1,,30,,47,,48,,40,,,NP,
Listeriosis,2016,9,,-,54,,8,,735,,769,,735,,727,,870,,
Plague,2016,52,,-,,-,,-,16,,10,,4,,4,,3,,
Diphtheria,2016,9,,-,,-,0,,,-,1,,,-,1,,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)***, serotype b",2016,9,,-,3,,1,,27,,40,,31,,30,,14,,
Hansen's disease**,2016,9,,-,9,,1,,84,,88,,81,,82,,82,,
Trichinellosis**,2016,52,,-,20,,0,,14,,14,,22,,18,,15,,
"Syphilis, congenital****",2016,52,,-,429,,8,,493,,458,,348,,322,,360,,
"Botulism, total",2016,9,1,,14,,3,,189,,161,,152,,168,,153,,
"Q fever, chronic**",2016,9,,-,2,,1,,22,,36,,33,,22,,24,,
"Arboviral diseases¶,** Chikungunya virus††",2016,52,1,,164,,4,,896,,,NN,,NN,,NN,,NN,TX (1 )
"Botulism, infant",2016,52,,-,118,,3,,138,,127,,136,,123,,97,,
SARS-CoV,2016,9,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,52,2,,222,,5,,167,,39,,34,,37,,48,,"NY (1 ), FL (1 )"
Plague,2016,9,,-,,-,,-,9,,10,,4,,4,,3,,
"Zika virus††,§§§§, Zika virus congenital infection ",2016,52,,NA,,NA,,NA,,NN,,NN,,NN,,NN,,NN,
"Polio virus Infection, nonparalytic**",2016,9,,-,,-,,-,,-,,-,,-,,-,,-,
"Zika virus††,§§§§, Zika virus disease, non-congenital infection",2016,52,3,,4757,,,-,,NN,,NN,,NN,,NN,,NN,TX (3 )
Psittacosis**,2016,9,,-,,-,0,,6,,8,,6,,2,,2,,
Vancomycin-intermediate Staphylococcus aureus**,2016,9,1,,15,,2,,165,,212,,248,,134,,82,,OH (1 )
Yellow fever,2016,9,,-,,-,,-,,-,,-,,-,,-,,-,
