Disease,MMWR year,MMWR week,Current week,"Current week, flag",Cum 2017,"Cum 2017, flag",5-year weekly average§,"5-year weekly average§, flag",Total cases reported  2016,"Total cases reported  2016, flag",Total cases reported 2015,"Total cases reported 2015, flag",Total cases reported 2014,"Total cases reported 2014, flag",Total cases reported 2013,"Total cases reported 2013, flag",Total cases reported 2012,"Total cases reported 2012, flag",States reporting cases during current week (No.) 
"Q fever, total**",2017,5,,-,4,,2,,139,,156,,168,,170,,135,,
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,5,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,5,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Trichinellosis**,2017,5,,-,,-,0,,21,,14,,14,,22,,18,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,5,,-,7,,6,,149,,175,,128,,141,,115,,
Vancomycin-intermediate Staphylococcus aureus**,2017,5,,-,4,,3,,98,,183,,212,,248,,134,,
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,5,,-,,-,0,,15,,21,,32,,21,,30,,
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,5,,-,1,,1,,16,,21,,25,,17,,20,,
Anthrax,2017,5,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,5,,-,1,,1,,22,,29,,40,,31,,30,,
Leptospirosis**,2017,5,1,,2,,0,,57,,40,,38,,,NN,,NN,FL (1 )
Streptococcal toxic-shock syndrome**,2017,5,,-,7,,6,,260,,335,,259,,224,,194,,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,5,,-,,-,0,,8,,23,,10,,1,,3,,
"Rabies, human",2017,5,,-,,-,,-,,-,2,,1,,2,,1,,
Novel influenza A virus infections§§§,2017,5,,-,,-,0,,23,,7,,3,,21,,313,,
Cholera,2017,5,,-,,-,0,,4,,5,,5,,14,,17,,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,5,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Hemolytic uremic syndrome, postdiarrheal**",2017,5,4,,10,,2,,271,,274,,250,,329,,274,,"MD (1 ), GA (1 ), FL (2 )"
Yellow fever,2017,5,,-,,-,,-,,-,,-,,-,,-,,-,
Hansen's disease**,2017,5,,-,4,,1,,43,,89,,88,,81,,82,,
"Viral hemorrhagic fever****, Lassa fever",2017,5,,-,,-,,-,,-,1,,1,,,NP,,NP,
"Botulism, infant",2017,5,1,,4,,2,,126,,138,,127,,136,,123,,TN (1 )
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,5,2,,21,,6,,171,,120,,196,,298,,260,,"TX (1 ), ID (1 )"
"Syphilis, congenital¶¶¶",2017,5,,-,10,,8,,472,,493,,458,,348,,322,,
"Botulism, other (wound and unspecified)",2017,5,,-,,-,0,,25,,20,,19,,12,,18,,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,5,,-,,-,,-,6,,11,,11,,22,,2,,
Brucellosis,2017,5,2,,4,,1,,115,,126,,92,,99,,114,,FL (2 )
Listeriosis,2017,5,6,,40,,8,,702,,768,,769,,735,,727,,"NY (1 ), FL (3 ), TX (1 ), CA (1 )"
"Viral hemorrhagic fever****, Marburg fever",2017,5,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** La Crosse virus disease",2017,5,,-,,-,,-,34,,55,,80,,85,,78,,
Toxic-shock syndrome (other than staphylococcal)**,2017,5,,-,,-,1,,46,,64,,59,,71,,65,,
"Viral hemorrhagic fever****, Lujo virus",2017,5,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,5,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,5,3,,18,,5,,237,,167,,39,,34,,37,,"PA (1 ), AZ (1 ), UT (1 )"
"Q fever, chronic**",2017,5,,-,2,,0,,29,,34,,36,,33,,22,,
Plague,2017,5,,-,,-,,-,,-,16,,10,,4,,4,,
Psittacosis**,2017,5,,-,,-,0,,9,,4,,8,,6,,2,,
"Arboviral diseases¶,** Powassan virus disease",2017,5,,-,,-,,-,15,,7,,8,,12,,7,,
Cyclosporiasis**,2017,5,,-,2,,1,,502,,645,,388,,784,,123,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,5,,-,5,,2,,129,,135,,266,,233,,263,,
"Hantavirus**, Hantavirus infection, non-HPS",2017,5,,-,,-,,-,3,,3,,,NN,,NN,,NN,
"Botulism, total",2017,5,1,,4,,3,,184,,195,,161,,152,,168,,
"Q fever, acute**",2017,5,,-,2,,2,,110,,122,,132,,137,,113,,
Measles***,2017,5,,-,16,,7,,78,,188,,667,,187,,55,,
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,5,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Vancomycin-resistant Staphylococcus aureus**,2017,5,,-,,-,0,,,-,3,,,-,,-,2,,
"Poliomyelitis, paralytic",2017,5,,-,,-,,-,,-,,-,,-,1,,,-,
"Hepatitis B, perinatal virus infection§§",2017,5,,-,1,,1,,25,,37,,47,,48,,40,,
"Influenza-associated pediatric mortality**,¶¶",2017,5,5,,20,,5,,83,,130,,141,,160,,52,,"MO (2 ), MD (1 ), VA (1 ), NC (1 )"
Typhoid fever (caused by Salmonella typhi),2017,5,,-,21,,7,,330,,367,,349,,338,,354,,
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,5,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,5,,-,4,,3,,99,,120,,123,,142,,161,,
Smallpox,2017,5,,-,,-,,-,,-,,-,,-,,-,,-,
Diphtheria,2017,5,,-,,-,,-,,-,,-,1,,,-,1,,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,5,,-,,-,0,,6,,6,,8,,8,,15,,
"Arboviral diseases¶,** Chikungunya virus disease",2017,5,,-,,-,3,,188,,896,,,NN,,NN,,NN,
"Botulism, foodborne",2017,5,,-,,-,0,,33,,37,,15,,4,,27,,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,5,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Botulism, total",2017,6,,-,4,,3,,186,,195,,161,,152,,168,,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,6,,-,,-,,-,6,,6,,8,,8,,15,,
"Polio virus Infection, nonparalytic**",2017,6,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, acute**",2017,6,,-,3,,2,,112,,122,,132,,137,,113,,
Listeriosis,2017,6,4,,48,,8,,707,,768,,769,,735,,727,,"MI (1 ), FL (1 ), OK (1 ), AZ (1 )"
"Q fever, chronic**",2017,6,,-,2,,0,,30,,34,,36,,33,,22,,
"Hepatitis B, perinatal virus infection§§",2017,6,,-,1,,1,,26,,37,,47,,48,,40,,
"Viral hemorrhagic fever****, Lassa fever",2017,6,,-,,-,,-,,-,1,,1,,,NP,,NP,
Cyclosporiasis**,2017,6,,-,2,,1,,505,,645,,388,,784,,123,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,6,3,,21,,5,,236,,167,,39,,34,,37,,"NE (1 ), TN (1 ), CA (1 )"
Hansen's disease**,2017,6,,-,4,,1,,43,,89,,88,,81,,82,,
"Syphilis, congenital¶¶¶",2017,6,,-,15,,8,,476,,493,,458,,348,,322,,
Plague,2017,6,,-,,-,,-,,-,16,,10,,4,,4,,
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,6,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Brucellosis,2017,6,1,,5,,1,,118,,126,,92,,99,,114,,AZ (1 )
Vancomycin-resistant Staphylococcus aureus**,2017,6,,-,,-,0,,,-,3,,,-,,-,2,,
"Botulism, infant",2017,6,,-,4,,2,,128,,138,,127,,136,,123,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,6,,-,1,,1,,22,,29,,40,,31,,30,,
Typhoid fever (caused by Salmonella typhi),2017,6,4,,28,,7,,331,,367,,349,,338,,354,,"NY (1 ), NYC (1 ), MD (1 ), SC (1 )"
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,6,,-,,-,,-,,-,,-,,-,,-,,-,
SARS-CoV,2017,6,,-,,-,,-,,-,,-,,-,,-,,-,
Psittacosis**,2017,6,,-,,-,0,,9,,4,,8,,6,,2,,
Diphtheria,2017,6,,-,,-,,-,,-,,-,1,,,-,1,,
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,6,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Novel influenza A virus infections§§§,2017,6,,-,,-,,-,23,,7,,3,,21,,313,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,6,1,,9,,6,,149,,175,,128,,141,,115,,NY (1 )
"Viral hemorrhagic fever****, Marburg fever",2017,6,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Influenza-associated pediatric mortality**,¶¶",2017,6,9,,29,,5,,83,,130,,141,,160,,52,,"NY (1 ), NYC (1 ), MN (1 ), NC (1 ), TN (1 ), AZ (1 ), CA (1 ), OH (1 ), PA (1 )"
"Arboviral diseases¶,** La Crosse virus disease",2017,6,,-,,-,,-,34,,55,,80,,85,,78,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,6,1,,8,,2,,130,,135,,266,,233,,263,,NY (1 )
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,6,3,,28,,6,,171,,120,,196,,298,,260,,"NY (1 ), FL (1 ), OR (1 )"
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,6,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Hemolytic uremic syndrome, postdiarrheal**",2017,6,5,,16,,2,,273,,274,,250,,329,,274,,"MO (1 ), GA (1 ), FL (2 ), OR (1 )"
Yellow fever,2017,6,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,6,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,6,,-,,-,0,,8,,23,,10,,1,,3,,
Streptococcal toxic-shock syndrome**,2017,6,1,,12,,6,,260,,335,,259,,224,,194,,MT (1 )
Measles***,2017,6,1,,18,,6,,78,,188,,667,,187,,55,,UT (1 )
"Arboviral diseases¶,** Powassan virus disease",2017,6,,-,,-,,-,15,,7,,8,,12,,7,,
Smallpox,2017,6,,-,,-,,-,,-,,-,,-,,-,,-,
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,6,,-,1,,0,,15,,21,,32,,21,,30,,
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,6,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** Chikungunya virus disease",2017,6,,-,,-,3,,188,,896,,,NN,,NN,,NN,
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,6,,-,6,,3,,75,,111,,89,,99,,110,,
"Q fever, total**",2017,6,,-,5,,2,,142,,156,,168,,170,,135,,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,6,,-,,-,,-,6,,11,,11,,22,,2,,
Anthrax,2017,6,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, other (wound and unspecified)",2017,6,,-,,-,0,,25,,20,,19,,12,,18,,
"Viral hemorrhagic fever****, Lujo virus",2017,6,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Leptospirosis**,2017,6,,-,2,,0,,58,,40,,38,,,NN,,NN,
Vancomycin-intermediate Staphylococcus aureus**,2017,6,,-,4,,3,,100,,183,,212,,248,,134,,
Trichinellosis**,2017,6,,-,,-,0,,21,,14,,14,,22,,18,,
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,6,,-,4,,3,,100,,120,,123,,142,,161,,
"Zika virus disease, non-congenital††††  ",2017,6,,-,46,,15,,4909,,,NN,,NN,,NN,,NN,
Chancroid,2017,6,,-,,-,0,,10,,11,,,-,,-,15,,
"Rabies, human",2017,6,,-,,-,,-,,-,2,,1,,2,,1,,
Cholera,2017,6,,-,,-,0,,3,,5,,5,,14,,17,,
"Botulism, foodborne",2017,6,,-,,-,0,,33,,37,,15,,4,,27,,
Toxic-shock syndrome (other than staphylococcal)**,2017,6,,-,,-,1,,42,,64,,59,,71,,65,,
"Hantavirus**, Hantavirus infection, non-HPS",2017,6,,-,,-,,-,3,,3,,,NN,,NN,,NN,
"Poliomyelitis, paralytic",2017,6,,-,,-,,-,,-,,-,,-,1,,,-,
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,6,,-,1,,1,,16,,21,,25,,17,,20,,
Tularemia,2017,6,,-,2,,0,,202,,314,,180,,203,,149,,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,6,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Anthrax,2017,7,,-,,-,,-,,-,,-,,-,,-,,-,
Streptococcal toxic-shock syndrome**,2017,7,1,,15,,7,,261,,335,,259,,224,,194,,ID (1 )
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,7,,-,,-,,-,6,,11,,11,,22,,2,,
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,7,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,7,,-,,-,,-,6,,6,,8,,8,,15,,
Yellow fever,2017,7,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,7,4,,27,,6,,236,,167,,39,,34,,37,,"NYC (1 ), PA (1 ), OH (1 ), AZ (1 )"
"Rabies, human",2017,7,,-,,-,,-,,-,2,,1,,2,,1,,
Smallpox,2017,7,,-,,-,,-,,-,,-,,-,,-,,-,
Toxic-shock syndrome (other than staphylococcal)**,2017,7,,-,,-,2,,42,,64,,59,,71,,65,,
"Botulism, infant",2017,7,,-,7,,2,,129,,138,,127,,136,,123,,
"Botulism, foodborne",2017,7,,-,,-,0,,33,,37,,15,,4,,27,,
Measles***,2017,7,,-,18,,5,,78,,188,,667,,187,,55,,
"Q fever, chronic**",2017,7,,-,3,,1,,30,,34,,36,,33,,22,,
"Poliomyelitis, paralytic",2017,7,,-,,-,,-,,-,,-,,-,1,,,-,
"Viral hemorrhagic fever****, Marburg fever",2017,7,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,7,1,,35,,6,,167,,120,,196,,298,,260,,MD (1 )
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,7,,-,1,,1,,17,,21,,25,,17,,20,,
"Syphilis, congenital¶¶¶",2017,7,,-,24,,8,,477,,493,,458,,348,,322,,
Vancomycin-intermediate Staphylococcus aureus**,2017,7,,-,4,,3,,101,,183,,212,,248,,134,,
"Hantavirus**, Hantavirus infection, non-HPS",2017,7,,-,,-,0,,3,,3,,,NN,,NN,,NN,
Plague,2017,7,,-,,-,,-,,-,16,,10,,4,,4,,
Psittacosis**,2017,7,,-,,-,0,,9,,4,,8,,6,,2,,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,7,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Novel influenza A virus infections§§§,2017,7,,-,,-,,-,23,,7,,3,,21,,313,,
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,7,,-,1,,0,,15,,21,,32,,21,,30,,
"Arboviral diseases¶,** La Crosse virus disease",2017,7,,-,,-,,-,34,,55,,80,,85,,78,,
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,7,,-,,-,,-,,-,,-,,-,,-,,-,
Diphtheria,2017,7,,-,,-,0,,,-,,-,1,,,-,1,,
"Botulism, other (wound and unspecified)",2017,7,,-,1,,0,,25,,20,,19,,12,,18,,
SARS-CoV,2017,7,,-,,-,,-,,-,,-,,-,,-,,-,
"Polio virus Infection, nonparalytic**",2017,7,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,7,,-,9,,2,,130,,135,,266,,233,,263,,
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,7,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,7,,-,10,,6,,149,,175,,128,,141,,115,,
Typhoid fever (caused by Salmonella typhi),2017,7,1,,31,,7,,334,,367,,349,,338,,354,,NY (1 )
"Arboviral diseases¶,** Powassan virus disease",2017,7,,-,,-,,-,15,,7,,8,,12,,7,,
Vancomycin-resistant Staphylococcus aureus**,2017,7,,-,,-,0,,,-,3,,,-,,-,2,,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,7,,-,,-,0,,8,,23,,10,,1,,3,,
Trichinellosis**,2017,7,,-,3,,0,,26,,14,,14,,22,,18,,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,7,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Hepatitis B, perinatal virus infection§§",2017,7,,-,1,,1,,26,,37,,47,,48,,40,,
Hansen's disease**,2017,7,,-,4,,1,,43,,89,,88,,81,,82,,
Leptospirosis**,2017,7,1,,5,,0,,58,,40,,38,,,NN,,NN,FL (1 )
"Q fever, acute**",2017,7,,-,4,,2,,112,,122,,132,,137,,113,,
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,7,,-,4,,2,,103,,120,,123,,142,,161,,
"Hemolytic uremic syndrome, postdiarrheal**",2017,7,,-,17,,2,,273,,274,,250,,329,,274,,
"Viral hemorrhagic fever****, Lujo virus",2017,7,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Tularemia,2017,7,,-,2,,0,,202,,314,,180,,203,,149,,
Chancroid,2017,7,,-,,-,0,,10,,11,,,-,,-,15,,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,7,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Botulism, total",2017,7,,-,8,,3,,187,,195,,161,,152,,168,,
"Q fever, total**",2017,7,,-,7,,3,,142,,156,,168,,170,,135,,
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,7,,-,8,,3,,76,,111,,89,,99,,110,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,7,,-,1,,1,,22,,29,,40,,31,,30,,
Brucellosis,2017,7,,-,5,,2,,120,,126,,92,,99,,114,,
Listeriosis,2017,7,2,,55,,8,,710,,768,,769,,735,,727,,"NYC (1 ), FL (1 )"
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,7,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Zika virus disease, non-congenital††††  ",2017,7,,-,53,,14,,4899,,,NN,,NN,,NN,,NN,
Cholera,2017,7,,-,,-,0,,3,,5,,5,,14,,17,,
"Influenza-associated pediatric mortality**,¶¶",2017,7,5,,34,,5,,83,,130,,141,,160,,52,,"PA (1 ), OH (2 ), VA (1 ), TN (1 )"
Cyclosporiasis**,2017,7,,-,2,,1,,505,,645,,388,,784,,123,,
"Viral hemorrhagic fever****, Lassa fever",2017,7,,-,,-,,-,,-,1,,1,,,NP,,NP,
"Arboviral diseases¶,** Chikungunya virus disease",2017,7,,-,1,,3,,193,,896,,,NN,,NN,,NN,
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,8,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,8,,-,,-,,-,,-,,-,,NP,,NP,,NP,
SARS-CoV,2017,8,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,8,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Q fever, total**",2017,8,1,,9,,2,,145,,156,,168,,170,,135,,
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,8,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,8,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Rabies, human",2017,8,,-,,-,,-,,-,2,,1,,2,,1,,
"Zika virus disease, non-congenital††††  ",2017,8,,-,69,,14,,4919,,,NN,,NN,,NN,,NN,
Chancroid,2017,8,1,,1,,0,,10,,11,,,-,,-,15,,WA (1 )
"Influenza-associated pediatric mortality**,¶¶",2017,8,6,,40,,5,,83,,130,,141,,160,,52,,"NY (1 ), OH (1 ), IN (1 ), NC (1 ), TX (2 )"
Cyclosporiasis**,2017,8,,-,2,,1,,505,,645,,388,,784,,123,,
Streptococcal toxic-shock syndrome**,2017,8,1,,18,,7,,261,,335,,259,,224,,194,,VA (1 )
Leptospirosis**,2017,8,,-,6,,0,,70,,40,,38,,,NN,,NN,
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,8,,-,7,,3,,102,,120,,123,,142,,161,,
Brucellosis,2017,8,,-,6,,1,,120,,126,,92,,99,,114,,
Measles***,2017,8,,-,20,,4,,78,,188,,667,,187,,55,,
Cholera,2017,8,,-,,-,0,,4,,5,,5,,14,,17,,
Yellow fever,2017,8,,-,,-,,-,,-,,-,,-,,-,,-,
Novel influenza A virus infections§§§,2017,8,,-,,-,,-,23,,7,,3,,21,,313,,
"Hemolytic uremic syndrome, postdiarrheal**",2017,8,,-,19,,3,,276,,274,,250,,329,,274,,
"Hantavirus**, Hantavirus infection, non-HPS",2017,8,,-,,-,0,,3,,3,,,NN,,NN,,NN,
Psittacosis**,2017,8,,-,,-,0,,9,,4,,8,,6,,2,,
"Arboviral diseases¶,** Powassan virus disease",2017,8,,-,,-,,-,15,,7,,8,,12,,7,,
Listeriosis,2017,8,5,,63,,8,,712,,768,,769,,735,,727,,"RI (1 ), NY (1 ), OH (2 ), FL (1 )"
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,8,,-,9,,3,,76,,111,,89,,99,,110,,
"Polio virus Infection, nonparalytic**",2017,8,,-,,-,,-,,-,,-,,-,,-,,-,
Vancomycin-intermediate Staphylococcus aureus**,2017,8,,-,6,,3,,101,,183,,212,,248,,134,,
"Viral hemorrhagic fever****, Marburg fever",2017,8,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,8,,-,,-,,-,6,,11,,11,,22,,2,,
"Botulism, foodborne",2017,8,,-,,-,0,,33,,37,,15,,4,,27,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,8,1,,14,,2,,130,,135,,266,,233,,263,,NY (1 )
Vancomycin-resistant Staphylococcus aureus**,2017,8,,-,,-,0,,,-,3,,,-,,-,2,,
Smallpox,2017,8,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,8,2,,32,,5,,236,,167,,39,,34,,37,,FL (2 )
Plague,2017,8,,-,,-,,-,,-,16,,10,,4,,4,,
Tularemia,2017,8,,-,2,,0,,202,,314,,180,,203,,149,,
Hansen's disease**,2017,8,,-,5,,1,,55,,89,,88,,81,,82,,
"Arboviral diseases¶,** Chikungunya virus disease",2017,8,,-,3,,2,,201,,896,,,NN,,NN,,NN,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,8,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Q fever, acute**",2017,8,,-,5,,2,,114,,122,,132,,137,,113,,
Toxic-shock syndrome (other than staphylococcal)**,2017,8,,-,,-,2,,41,,64,,59,,71,,65,,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,8,,-,,-,,-,8,,23,,10,,1,,3,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,8,,-,10,,5,,149,,175,,128,,141,,115,,
"Syphilis, congenital¶¶¶",2017,8,,-,36,,9,,483,,493,,458,,348,,322,,
"Botulism, total",2017,8,,-,9,,3,,190,,195,,161,,152,,168,,
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,8,5,,37,,5,,169,,120,,196,,298,,260,,"NY (1 ), PA (1 ), MS (1 ), OR (2 )"
"Poliomyelitis, paralytic",2017,8,,-,,-,,-,,-,,-,,-,1,,,-,
"Botulism, other (wound and unspecified)",2017,8,,-,1,,0,,25,,20,,19,,12,,18,,
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,8,,-,1,,0,,17,,21,,25,,17,,20,,
"Arboviral diseases¶,** La Crosse virus disease",2017,8,,-,,-,,-,34,,55,,80,,85,,78,,
Diphtheria,2017,8,,-,,-,0,,,-,,-,1,,,-,1,,
"Botulism, infant",2017,8,,-,8,,2,,132,,138,,127,,136,,123,,
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,8,,-,1,,0,,15,,21,,32,,21,,30,,
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,8,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Viral hemorrhagic fever****, Lujo virus",2017,8,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Anthrax,2017,8,,-,,-,,-,,-,,-,,-,,-,,-,
Trichinellosis**,2017,8,,-,3,,1,,26,,14,,14,,22,,18,,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,8,,-,,-,0,,6,,6,,8,,8,,15,,
Typhoid fever (caused by Salmonella typhi),2017,8,2,,35,,7,,340,,367,,349,,338,,354,,"OH (1 ), WA (1 )"
"Q fever, chronic**",2017,8,1,,4,,1,,31,,34,,36,,33,,22,,TX (1 )
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,8,,-,1,,1,,21,,29,,40,,31,,30,,
"Viral hemorrhagic fever****, Lassa fever",2017,8,,-,,-,,-,,-,1,,1,,,NP,,NP,
"Hepatitis B, perinatal virus infection§§",2017,8,,-,,-,1,,26,,37,,47,,48,,40,,
Measles***,2017,9,,-,20,,4,,78,,188,,667,,187,,55,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,9,,-,15,,5,,149,,175,,128,,141,,115,,
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,9,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Viral hemorrhagic fever****, Lassa fever",2017,9,,-,,-,,-,,-,1,,1,,,NP,,NP,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,9,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** Chikungunya virus disease",2017,9,,-,3,,2,,203,,896,,,NN,,NN,,NN,
"Hantavirus**, Hantavirus infection, non-HPS",2017,9,,-,,-,0,,3,,3,,,NN,,NN,,NN,
Trichinellosis**,2017,9,,-,5,,1,,27,,14,,14,,22,,18,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,9,,-,1,,1,,21,,29,,40,,31,,30,,
Cyclosporiasis**,2017,9,,-,2,,1,,503,,645,,388,,784,,123,,
Leptospirosis**,2017,9,,-,6,,0,,70,,40,,38,,,NN,,NN,
Hansen's disease**,2017,9,2,,9,,1,,72,,89,,88,,81,,82,,"OH (1 ), FL (1 )"
Cholera,2017,9,,-,,-,0,,4,,5,,5,,14,,17,,
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,9,,-,1,,0,,15,,21,,32,,21,,30,,
Brucellosis,2017,9,1,,8,,1,,120,,126,,92,,99,,114,,TX (1 )
"Arboviral diseases¶,** Powassan virus disease",2017,9,,-,,-,,-,16,,7,,8,,12,,7,,
